,C10,SVEC,RAW
428,0.3544664,0.3833931,0.26214048
429,0.3506658,0.48151943,0.1678148
430,0.37092558,0.29613087,0.33294353
431,0.37806383,0.38916168,0.23277447
432,0.37702996,0.30378544,0.31918457
433,0.31769645,0.33266643,0.34963712
434,0.4714265,0.33249035,0.1960832
435,0.38837883,0.1445645,0.4670567
436,0.2567703,0.38323602,0.3599937
437,0.296025,0.3048809,0.39909413
438,0.41564947,0.39962703,0.18472354
439,0.38206792,0.43122262,0.18670945
440,0.3145523,0.27025166,0.41519603
441,0.23751587,0.47762847,0.28485557
442,0.3441714,0.29329318,0.36253536
443,0.36846223,0.44135475,0.19018298
444,0.35342386,0.36627823,0.2802979
445,0.37023675,0.41680184,0.2129614
446,0.2575374,0.38802093,0.35444167
447,0.39032006,0.30559847,0.30408147
448,0.3761109,0.18565606,0.43823302
449,0.4771019,0.27205706,0.25084102
450,0.423755,0.4095341,0.1667109
451,0.256153,0.3182966,0.4255504
452,0.4008909,0.41930768,0.17980148
453,0.34790963,0.3641872,0.28790316
454,0.33375466,0.4630862,0.20315911
455,0.3719017,0.3695394,0.25855887
456,0.41649613,0.42850196,0.15500191
457,0.36916608,0.16543032,0.46540362
458,0.26068023,0.4287674,0.31055233
459,0.283622,0.3562231,0.36015496
460,0.40770823,0.37031305,0.2219787
461,0.41952714,0.2785063,0.3019665
462,0.33975977,0.34820774,0.31203246
463,0.34484056,0.4086699,0.24648963
464,0.31057718,0.4887651,0.20065773
465,0.29330516,0.2116577,0.49503708
466,0.23608086,0.45442346,0.30949566
467,0.4142651,0.36833704,0.21739782
468,0.18233202,0.2937942,0.52387375
469,0.25973848,0.45583066,0.2844309
470,0.4401816,0.38254732,0.17727104
471,0.342045,0.3578194,0.30013555
472,0.33558306,0.38598025,0.27843675
473,0.25377747,0.33232296,0.41389954
474,0.31597403,0.47439912,0.20962691
475,0.38282278,0.4785765,0.13860075
476,0.19910744,0.31666216,0.4842304
477,0.22741559,0.47260946,0.299975
478,0.2842854,0.22261244,0.49310213
479,0.42425364,0.3864235,0.18932289
480,0.23318845,0.30982378,0.4569878
481,0.31151992,0.21560967,0.47287044
482,0.365244,0.43633807,0.1984179
483,0.29119548,0.2665335,0.442271
484,0.4447683,0.22654723,0.32868442
485,0.17289221,0.41524085,0.411867
486,0.28671637,0.38947275,0.32381085
487,0.3840617,0.27539665,0.3405416
488,0.15098663,0.391615,0.4573984
489,0.4558299,0.38771123,0.15645887
490,0.23736231,0.3781999,0.3844378
491,0.31628868,0.3079951,0.37571615
492,0.34727976,0.1865858,0.46613446
493,0.39697725,0.25267878,0.35034394
494,0.3779798,0.3403948,0.28162548
495,0.28142172,0.3371485,0.38142985
496,0.3081119,0.28751978,0.40436828
497,0.31351358,0.3301903,0.35629615
498,0.3504947,0.32793155,0.32157376
499,0.40785038,0.36851105,0.2236386
500,0.22000638,0.30563128,0.4743623
501,0.42409888,0.31631142,0.25958976
502,0.4429619,0.41563445,0.14140366
503,0.24743564,0.4049088,0.34765553
504,0.29871306,0.4888526,0.21243432
505,0.23843028,0.45831478,0.30325493
506,0.26913178,0.43510094,0.29576728
507,0.372831,0.2751429,0.35202605
508,0.42974174,0.39678445,0.17347378
509,0.2769727,0.15219545,0.57083184
510,0.22583295,0.297222,0.476945
511,0.4156723,0.28938675,0.29494095
512,0.27524975,0.48589742,0.23885283
513,0.24493654,0.24604362,0.50901985
514,0.31039104,0.40726593,0.2823431
515,0.24171215,0.46149004,0.29679784
516,0.24563198,0.3899429,0.36442512
517,0.23253486,0.3869522,0.3805129
518,0.33658323,0.2509363,0.4124805
519,0.32245567,0.35796574,0.31957856
520,0.3091439,0.32962203,0.361234
521,0.39853525,0.31693673,0.28452805
522,0.37806782,0.2800791,0.34185305
523,0.29658675,0.27659804,0.42681515
524,0.44553107,0.36381707,0.19065182
525,0.4375339,0.26384383,0.29862225
526,0.3541279,0.4404943,0.20537779
527,0.26243234,0.40008584,0.33748177
528,0.31552616,0.46563214,0.21884173
529,0.37619096,0.44993684,0.17387216
530,0.23590575,0.2575808,0.5065135
531,0.19715592,0.21450096,0.588343
532,0.3110029,0.37391412,0.3150829
533,0.20863482,0.46037254,0.33099273
534,0.37498066,0.33065596,0.2943634
535,0.26120842,0.33165506,0.4071365
536,0.30765697,0.21935321,0.4729899
537,0.45639303,0.32031944,0.22328757
538,0.40370956,0.3970112,0.19927925
539,0.5047424,0.23710191,0.25815573
540,0.41330168,0.35000023,0.23669808
541,0.28943077,0.3584564,0.3521128
542,0.38432872,0.3943339,0.22133742
543,0.25027636,0.3927466,0.35697708
544,0.30410454,0.24644004,0.44945538
545,0.35888332,0.23602076,0.4050959
546,0.3485323,0.39472163,0.25674605
547,0.21259414,0.40505993,0.3823459
548,0.41176268,0.36499497,0.22324237
549,0.33465472,0.27549562,0.38984966
550,0.34997222,0.36852726,0.28150046
551,0.3642149,0.43030438,0.2054808
552,0.27778023,0.2801985,0.44202128
553,0.3369602,0.31007585,0.3529639
554,0.37058616,0.33676,0.29265383
555,0.45426238,0.36023137,0.18550627
556,0.3649825,0.40441212,0.23060541
557,0.38276193,0.27855417,0.33868393
558,0.41520256,0.32443482,0.2603626
559,0.46564433,0.27190983,0.26244587
560,0.1373072,0.39756188,0.465131
561,0.29416436,0.33187294,0.3739627
562,0.4400301,0.2527306,0.3072393
563,0.3255164,0.3469358,0.32754782
564,0.31986493,0.3447547,0.33538038
565,0.3266539,0.4938051,0.17954099
566,0.30556613,0.3325541,0.36187977
567,0.2826989,0.13771848,0.57958263
568,0.3663515,0.358917,0.27473158
569,0.47483617,0.30445722,0.22070666
570,0.26677534,0.4686179,0.26460674
571,0.30187818,0.53139395,0.16672786
572,0.4914414,0.2440455,0.26451305
573,0.3591283,0.19418496,0.44668674
574,0.39694104,0.19723925,0.40581968
575,0.14985305,0.34182858,0.5083184
576,0.34934378,0.23299986,0.4176564
577,0.36954027,0.47713247,0.15332729
578,0.25329518,0.25541583,0.491289
579,0.31541926,0.2553364,0.4292444
580,0.3627457,0.29101008,0.3462442
581,0.26073313,0.44085896,0.29840785
582,0.49340633,0.2877317,0.21886194
583,0.24657607,0.30619788,0.44722614
584,0.41443506,0.34915513,0.23640989
585,0.40393692,0.24397199,0.3520911
586,0.33697155,0.28862998,0.37439844
587,0.33139694,0.40904507,0.25955796
588,0.40752542,0.41402718,0.17844744
589,0.23131144,0.42929685,0.33939168
590,0.22979255,0.29465103,0.47555637
591,0.41827524,0.4332725,0.14845227
592,0.41596335,0.27806392,0.30597275
593,0.2908372,0.33375704,0.3754058
594,0.38732538,0.36850008,0.24417457
595,0.3317271,0.34968895,0.31858394
596,0.26122838,0.33361247,0.4051592
597,0.26284716,0.39308724,0.34406558
598,0.43628132,0.21577245,0.34794632
599,0.23855616,0.2969454,0.46449846
600,0.29845217,0.39462453,0.30692324
601,0.32373437,0.2656766,0.41058907
602,0.41821864,0.3279254,0.2538559
603,0.22912286,0.4078185,0.36305866
604,0.49011344,0.3421617,0.1677249
605,0.33695695,0.30301073,0.36003232
606,0.19511734,0.44635397,0.35852867
607,0.31640235,0.33026555,0.3533321
608,0.36919573,0.33170536,0.2990989
609,0.2305137,0.41844738,0.3510389
610,0.4298757,0.24814396,0.32198027
611,0.33370855,0.35049736,0.31579402
612,0.18113552,0.24750264,0.57136184
613,0.422103,0.31652194,0.2613751
614,0.27112728,0.37216637,0.35670632
615,0.28663418,0.32614473,0.38722104
616,0.2628892,0.3149339,0.42217693
617,0.2639179,0.20619524,0.52988684
618,0.27343613,0.25918213,0.46738175
619,0.30403137,0.3650453,0.33092332
620,0.4206898,0.4252289,0.15408136
621,0.32608762,0.21143053,0.46248186
622,0.33865777,0.42766434,0.2336779
623,0.276779,0.2774666,0.44575444
624,0.28098282,0.48040327,0.23861387
625,0.26280355,0.3816122,0.35558423
626,0.18219458,0.4388447,0.37896076
627,0.33101746,0.4136198,0.25536272
628,0.29291722,0.3175055,0.3895773
629,0.39075062,0.16861682,0.44063258
630,0.3163491,0.33772182,0.3459291
631,0.33354428,0.23884588,0.4276098
632,0.4123993,0.2751718,0.3124289
633,0.3046902,0.46840155,0.22690827
634,0.20702739,0.38041538,0.41255724
635,0.3139377,0.30864415,0.37741816
636,0.3228914,0.38381705,0.29329157
637,0.36437374,0.28595597,0.34967026
638,0.32146895,0.54972583,0.12880524
639,0.37418523,0.28400072,0.341814
640,0.24802399,0.36005163,0.39192444
641,0.37993756,0.3553021,0.26476038
642,0.438189,0.24475522,0.31705582
643,0.23983543,0.33601278,0.4241518
644,0.24927834,0.3230006,0.42772105
645,0.2238659,0.35217175,0.42396235
646,0.26531067,0.32980272,0.40488654
647,0.45647866,0.22935367,0.31416762
648,0.23386703,0.21799892,0.548134
649,0.382051,0.24182265,0.37612632
650,0.28103498,0.41244385,0.3065212
651,0.40492675,0.32065526,0.27441794
652,0.3700713,0.20244761,0.42748106
653,0.4573805,0.2983544,0.24426511
654,0.4519809,0.22681567,0.32120338
655,0.40334916,0.1611,0.43555084
656,0.35678285,0.48439124,0.15882583
657,0.28353947,0.39044428,0.3260162
658,0.39396784,0.42527556,0.18075667
659,0.38283435,0.28599945,0.3311662
660,0.2169296,0.41386506,0.36920536
661,0.39320534,0.28925967,0.31753498
662,0.31816205,0.4637094,0.21812852
663,0.39458647,0.25106236,0.35435116
664,0.33768216,0.3649629,0.29735497
665,0.31100407,0.4193679,0.26962802
666,0.4535741,0.39076996,0.15565594
667,0.37184885,0.46121165,0.16693945
668,0.38662294,0.41863498,0.19474201
669,0.3389687,0.19690166,0.46412966
670,0.25487474,0.20051838,0.5446069
671,0.19919956,0.24314947,0.557651
672,0.40074545,0.31624797,0.2830066
673,0.28496772,0.27673754,0.43829477
674,0.19135973,0.40206766,0.4065726
675,0.42199725,0.36364594,0.21435682
676,0.23241395,0.4323448,0.3352412
677,0.3781483,0.33538634,0.28646535
678,0.29202923,0.34689915,0.36107162
679,0.33684057,0.44899338,0.21416597
680,0.40689215,0.31681332,0.27629453
681,0.27228868,0.36151612,0.36619514
682,0.34084457,0.21021022,0.44894528
683,0.23860615,0.34269312,0.41870072
684,0.43219307,0.3293805,0.23842648
685,0.23764843,0.31695658,0.44539505
686,0.31528142,0.33353132,0.35118726
687,0.35351077,0.25530192,0.39118737
688,0.271995,0.41044134,0.3175637
689,0.22188531,0.24908242,0.5290323
690,0.37371433,0.34621242,0.28007326
691,0.35960966,0.2625864,0.37780395
692,0.35947943,0.3273601,0.31316054
693,0.3743776,0.3140594,0.31156296
694,0.35379547,0.23844095,0.4077636
695,0.45289412,0.35136908,0.19573675
696,0.2332284,0.4245867,0.34218487
697,0.24576093,0.47937202,0.27486706
698,0.31832457,0.18640794,0.49526748
699,0.26982903,0.38941976,0.34075117
